Species name,AphiaID,Unit,Observatory,Species importance to society,IUCN RedList Category,IUCN Criteria,IUCN Year Accessed,HELCOM RedList Category,AMBI ecological group,Environmental position
Pylaiella littoralis,157188,GStraM,Bodo,None,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Arenicola marina,129868,GStraM,Bodo, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Chordaria flagelliformis,144910,GStraM,Bodo,None,None,None,None,None,None,None
Gonothyraea loveni,117377,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Boreophyllum birdiae,626025,GStraM,Bodo,None,None,None,None,None,None,None
Bittium reticulatum,139054,GStraM,Bodo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Feldmannia globifera,156093,GStraM,Bodo,None,None,None,None,None,None,None
Prasinoderma coloniale,375881,GStraM,Bodo,None,None,None,None,None,None,None
Tubificoides benedii,137571,GStraM,Bodo,None,None,None,None,None, first-order opportunistic,None
Harmothoe impar,130770,GStraM,Bodo,None,None,None,None,None, indifferent to disturbance,None
Oreochromis niloticus,293639,GStraM,Bodo, FAO-ASFIS; IUCN Red List, Least Concern,None,2020,None,None,None
Ophiocomina nigra,125027,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Chorda filum,145722,GStraM,Bodo, FAO-ASFIS,None,None,None,None,None, epilithic; epizoic
Pylaiella washingtoniensis,373984,GStraM,Bodo,None,None,None,None,None,None,None
Micromonas pusilla,134564,GStraM,Bodo,None,None,None,None,None,None,None
Chloroparvula pacifica,1361158,GStraM,Bodo,None,None,None,None,None,None,None
Dinophilus vorticoides,130002,GStraM,Bodo,None,None,None,None,None,None,None
Hyas araneus,107322,GStraM,Bodo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Spirobranchus triqueter,555935,GStraM,Bodo,None,None,None,None,None, indifferent to disturbance,None
Velutina velutina,141905,GStraM,Bodo,None,None,None,None,None, tolerant to disturbance,None
Lineus longissimus,122528,GStraM,Bodo,None,None,None,None,None,None,None
Aurelia aurita,135306,GStraM,Bodo, FAO-ASFIS,None,None,None,None,None,None
Ascidiella scabra,103719,GStraM,Bodo, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Psamathe fusca,152249,GStraM,Bodo,None,None,None,None,None, indifferent to disturbance,None
Ectocarpus crouaniorum,496828,GStraM,Bodo,None,None,None,None,None,None,None
Mytilus galloprovincialis,140481,GStraM,Bodo, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Mytilus edulis,140480,GStraM,Bodo, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Phymatolithon rugulosum,157333,GStraM,Bodo,None,None,None,None,None,None,None
Rhodothamniella floridula,145777,GStraM,Bodo,None,None,None,None,None,None, epilithic
Clytia hemisphaerica,117368,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Leptasterias (Leptasterias) muelleri,125158,GStraM,Bodo,None,None,None,None,None,None,None
Heterocapsa rotundata,110152,GStraM,Bodo,None,None,None,None,None,None,None
Peringia ulvae,151628,GStraM,Bodo,None,None,None,None,None, tolerant to disturbance,None
Wildemania amplissima,501881,GStraM,Bodo,None,None,None,None,None,None,None
Haliclystus auricula,135322,GStraM,Bodo,None,None,None,None,None,None,None
Cirratulus cirratus,129959,GStraM,Bodo,None,None,None,None,None, second-order opportunistic,None
Plagiogramma acutum,1465547,GStraM,Bodo,None,None,None,None,None,None,None
Hecatonema terminale,145341,GStraM,Bodo,None,None,None,None,None,None,None
Pholoe inornata,130601,GStraM,Bodo,None,None,None,None,None, indifferent to disturbance,None
Pomatoschistus flavescens,1526389,GStraM,Bodo, FAO-ASFIS; IUCN Red List, Least Concern,None,2014,None,None,None
Testudinalia testudinalis,234208,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Nereis pelagica,130404,GStraM,Bodo,None,None,None,None,None, tolerant to disturbance,None
Hecatonema terminale,145341,GStraM,Bodo,None,None,None,None,None,None,None
Dodecaceria concharum,129967,GStraM,Bodo,None,None,None,None,None, second-order opportunistic,None
Eurychasma dicksonii,172155,GStraM,Bodo,None,None,None,None,None,None,None
Scytosiphon promiscuus,1356524,GStraM,Bodo,None,None,None,None,None,None,None
Planosiphon filiformis,1310311,GStraM,Bodo,None,None,None,None,None,None,None
Pusillina inconspicua,141334,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Hydroides norvegica,131009,GStraM,Bodo,None,None,None,None,None, tolerant to disturbance,None
Tetracladium marchalianum,100553,GStraM,Bodo,None,None,None,None,None,None,None
Bonnemaisonia hamifera,144442,GStraM,Bodo, MSFD indicators,None,None,None,None,None, epilithic; epiphytic; epizoic
Eualus pusiolus,107507,GStraM,Bodo, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Halichondria (Halichondria) panicea,165853,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Onchidoris muricata,140640,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Dictyosiphon ekmanii,145321,GStraM,Bodo,None,None,None,None,None,None,None
Phymatolithon purpureum,145203,GStraM,Bodo,None,None,None,None,None,None,None
Metridium senile,100982,GStraM,Bodo,None,None,None,None,None,None,None
Membranipora membranacea,111411,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Hapterophycus canaliculatus,496081,GStraM,Bodo,None,None,None,None,None,None,None
Botrylloides diegensis,252278,GStraM,Bodo,None,None,None,None,None,None,None
Aeolidia papillosa,138709,GStraM,Bodo,None,None,None,None,None, very sensitive to disturbance,None
Pycnococcus provasolii,376073,GStraM,Bodo,None,None,None,None,None,None,None
Dictyosiphon foeniculaceus,145322,GStraM,Bodo,None,None,None,None,None,None, epilithic; epiphytic; unattached
Laminaria digitata,145724,GStraM,Bodo, FAO-ASFIS,None,None,None,None,None, epilithic; epiphytic
Microchloropsis salina,1359175,GStraM,Bodo,None,None,None,None,None,None,None
Myrionema balticum,144976,GStraM,Bodo,None,None,None,None,None,None,None
Scytosiphon lomentaria,145869,GStraM,Bodo,None,None,None,None,None,None,None
Mastocarpus stellatus,145650,GStraM,Bodo, FAO-ASFIS,None,None,None,None,None, epilithic; epizoic; epiphytic
Chloropicon sieburthii,1541871,Katza1,Eilat,None,None,None,None,None,None,None
Thylacodes variabilis,709511,Katza1,Eilat,None,None,None,None,None,None,None
Chloropicon roscoffensis,1361153,Katza1,Eilat,None,None,None,None,None,None,None
Apionsoma (Apionsoma) misakianum,266492,Katza1,Eilat,None,None,None,None,None, indifferent to disturbance,None
Pisidia longicornis,107188,Katza1,Eilat, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Eualus cranchii,156083,Katza1,Eilat,None,None,None,None,None, very sensitive to disturbance,None
Cuapetes grandis,514518,Katza1,Eilat,None,None,None,None,None,None,None
Amphipholis squamata,125064,Katza1,Eilat, HELCOM Red List,None,None,None, Data Deficient, very sensitive to disturbance,None
Nannochloropsis limnetica,613134,Katza1,Eilat,None,None,None,None,None,None,None
Apionsoma (Apionsoma) misakianum,266492,Katza2,Eilat,None,None,None,None,None, indifferent to disturbance,None
Bougainvillia muscus,117328,Katza2,Eilat,None,None,None,None,None, very sensitive to disturbance,None
Campanularia hincksii,117364,Katza2,Eilat,None,None,None,None,None, indifferent to disturbance,None
Cuapetes grandis,514518,Katza2,Eilat,None,None,None,None,None,None,None
Calanus finmarchicus,104464,Katza2,Eilat, FAO-ASFIS,None,None,None,None,None,None
Siphonenteron bilineatum,177726,Laeso1,Laeso,None,None,None,None,None, tolerant to disturbance,None
Celleporella hyalina,111397,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Eusyllis blomstrandi,131290,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Polycera quadrilineata,140838,Laeso1,Laeso,None,None,None,None,None,None,None
Obelia geniculata,117388,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Onoba semicostata,141320,Laeso1,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Trinchesia foliata,1037415,Laeso1,Laeso,None,None,None,None,None,None,None
Eualus occultus,107506,Laeso1,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Crisia eburnea,111696,Laeso1,Laeso,None,None,None,None,None,None,None
Monocorophium sextonae,148603,Laeso1,Laeso,None,None,None,None,None, tolerant to disturbance,None
Liparis montagui,127220,Laeso1,Laeso, FAO-ASFIS; IUCN Red List; MSFD indicators, Least Concern,None,2013,None,None,None
Myrianida edwarsi,238194,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Obelia dichotoma,117386,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Balanus trigonus,106223,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Penilia avirostris,106272,Laeso1,Laeso,None,None,None,None,None,None,None
Harmothoe impar,130770,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Aurelia aurita,135306,Laeso1,Laeso, FAO-ASFIS,None,None,None,None,None,None
Callopora lineata,111197,Laeso1,Laeso,None,None,None,None,None,None,None
Membranipora membranacea,111411,Laeso1,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Phoronis muelleri,128549,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Polycera norvegica,1451585,Laeso1,Laeso,None,None,None,None,None,None,None
Arenicola defodiens,129867,Laeso1,Laeso, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Myrianida prolifera,238200,Laeso1,Laeso,None,None,None,None,None, indifferent to disturbance,None
Balanus balanus,106213,Laeso1,Laeso, FAO-ASFIS,None,None,None,None,None,None
Marthasterias glacialis,123803,Laeso1,Laeso, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Nereis pelagica,130404,Laeso1,Laeso,None,None,None,None,None, tolerant to disturbance,None
Nereimyra punctata,130185,Laeso1,Laeso,None,None,None,None,None, tolerant to disturbance,None
Eualus cranchii,156083,Laeso2,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Cladosiphon zosterae,144916,Laeso2,Laeso,None,None,None,None,None,None, epiphytic
Gitana sarsi,101977,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Nereimyra punctata,130185,Laeso2,Laeso,None,None,None,None,None, tolerant to disturbance,None
Juxtacribrilina mutabilis,1059484,Laeso2,Laeso,None,None,None,None,None,None,None
Myrianida edwarsi,238194,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Leptosiphonia fibrillosa,1339221,Laeso2,Laeso, FAO-ASFIS,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Nereis pelagica,130404,Laeso2,Laeso,None,None,None,None,None, tolerant to disturbance,None
Harmothoe impar,130770,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Amphinema dinema,117778,Laeso2,Laeso,None,None,None,None,None,None,None
Eudendrium capillare,117544,Laeso2,Laeso,None,None,None,None,None,None,None
Obelia dichotoma,117386,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Arenicola defodiens,129867,Laeso2,Laeso, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Obelia geniculata,117388,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Halisarca dujardinii,132736,Laeso2,Laeso,None,None,None,None,None,None,None
Monocorophium acherusicum,225814,Laeso2,Laeso,None,None,None,None,None, tolerant to disturbance,None
Eualus occultus,107506,Laeso2,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Escharella immersa,111484,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Cryptosula pallasiana,111343,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Electra pilosa,111355,Laeso2,Laeso,None,None,None,None,None, indifferent to disturbance,None
Membranipora membranacea,111411,Laeso2,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Bougainvillia muscus,117328,Laeso2,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Callopora lineata,111197,Laeso2,Laeso,None,None,None,None,None,None,None
Pisidia longicornis,107188,Laeso2,Laeso, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Perforatus perforatus,535477,Laeso2,Laeso,None,None,None,None,None,None,None
Jassa falcata,102431,Laeso2,Laeso,None,None,None,None,None, first-order opportunistic,None
Dinophilus vorticoides,130002,Laeso3,Laeso,None,None,None,None,None,None,None
Harmothoe impar,130770,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Capitella capitata,129876,Laeso3,Laeso, FAO-ASFIS,None,None,None,None, first-order opportunistic,None
Liparis montagui,127220,Laeso3,Laeso, FAO-ASFIS; IUCN Red List; MSFD indicators, Least Concern,None,2013,None,None,None
Arenicola defodiens,129867,Laeso3,Laeso, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Eulalia viridis,130639,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Onchidoris muricata,140640,Laeso3,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Ischyrocerus anguipes,102412,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Nicolea zostericola,131508,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Dexamine spinosa,102135,Laeso3,Laeso,None,None,None,None,None, tolerant to disturbance,None
Eusyllis blomstrandi,131290,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Trinchesia foliata,1037415,Laeso3,Laeso,None,None,None,None,None,None,None
Myrianida edwarsi,238194,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Myrianida prolifera,238200,Laeso3,Laeso,None,None,None,None,None, indifferent to disturbance,None
Favorinus branchialis,139940,Laeso3,Laeso,None,None,None,None,None,None,None
Hubrechtella dubia,122607,Laeso3,Laeso,None,None,None,None,None, tolerant to disturbance,None
Nereis pelagica,130404,Laeso3,Laeso,None,None,None,None,None, tolerant to disturbance,None
Hydroides norvegica,131009,Laeso3,Laeso,None,None,None,None,None, tolerant to disturbance,None
Callopora lineata,111197,Laeso3,Laeso,None,None,None,None,None,None,None
Apherusa jurinei,102168,Laeso3,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Marthasterias glacialis,123803,Laeso3,Laeso, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Ophiocomina nigra,125027,Laeso3,Laeso,None,None,None,None,None, very sensitive to disturbance,None
Jassa falcata,102431,Laeso3,Laeso,None,None,None,None,None, first-order opportunistic,None
Prasinoderma coloniale,375881,MarBloR1,Roscoff,None,None,None,None,None,None,None
Bougainvillia muscus,117328,MarBloR1,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Chloroparvula pacifica,1361158,MarBloR1,Roscoff,None,None,None,None,None,None,None
Bugulina fulva,834010,MarBloR1,Roscoff,None,None,None,None,None,None,None
Ctenodrilus serratus,129989,MarBloR1,Roscoff,None,None,None,None,None,None,None
Sthenelais boa,131074,MarBloR1,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Amphinema dinema,117778,MarBloR1,Roscoff,None,None,None,None,None,None,None
Platynereis massiliensis,130418,MarBloR1,Roscoff,None,None,None,None,None,None,None
Phallusia mammillata,103724,MarBloR1,Roscoff,None,None,None,None,None,None,None
Vertebrata fruticulosa,637665,MarBloR1,Roscoff,None,None,None,None,None,None, epilithic; epiphytic; epizoic
Harmothoe impar,130770,MarBloR1,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Chloropicon laureae,1361155,MarBloR1,Roscoff,None,None,None,None,None,None,None
Chloropicon roscoffensis,1361153,MarBloR1,Roscoff,None,None,None,None,None,None,None
Malacoceros fuliginosus,131131,MarBloR1,Roscoff,None,None,None,None,None, first-order opportunistic,None
Ophryotrocha puerilis,130031,MarBloR1,Roscoff,None,None,None,None,None, second-order opportunistic,None
Zygomolgus dentatus,362388,MarBloR1,Roscoff,None,None,None,None,None,None,None
Eupolymnia nebulosa,131489,MarBloR1,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Steromphala cineraria,1039839,MarBloR1,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Syllidia armata,130198,MarBloR1,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Paranais litoralis,137485,MarBloR1,Roscoff,None,None,None,None,None, first-order opportunistic,None
Scrupocellaria scruposa,111250,MarBloR1,Roscoff,None,None,None,None,None,None,None
Perophora japonica,103758,MarBloR1,Roscoff,None,None,None,None,None,None,None
Ciona roulii,236663,MarBloR1,Roscoff,None,None,None,None,None,None,None
Clytia paulensis,117373,MarBloR1,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Pycnococcus provasolii,376073,MarBloR1,Roscoff,None,None,None,None,None,None,None
Gongolaria baccata,1659019,MarBloR1,Roscoff, FAO-ASFIS,None,None,None,None,None, epilithic
Tetrastemma flavidum,122773,MarBloR1,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Plumularia setacea,117824,MarBloR1,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Oscarella tuberculata,169724,MarBloR1,Roscoff,None,None,None,None,None,None,None
Ophryotrocha hartmanni,130025,MarBloR1,Roscoff,None,None,None,None,None, second-order opportunistic,None
Myrianida brachycephala,238192,MarBloR1,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Microstomum edmondi,1062699,MarBloR1,Roscoff,None,None,None,None,None,None,None
Cirriformia tentaculata,129964,MarBloR1,Roscoff,None,None,None,None,None, second-order opportunistic,None
Proaphanostoma tenuissima,485229,MarBloR1,Roscoff,None,None,None,None,None,None,None
Polydora cornuta,131143,MarBloR1,Roscoff,None,None,None,None,None, second-order opportunistic,None
Ostrea edulis,140658,MarBloR1,Roscoff, MSFD indicators; FAO-ASFIS; OSPAR List of Threatened and/or Declining Species and Habitats,None,None,None,None, very sensitive to disturbance,None
Clavelina lepadiformis,103552,MarBloR1,Roscoff, FAO-ASFIS,None,None,None,None,None,None
Eumida maia,564486,MarBloR1,Roscoff,None,None,None,None,None,None,None
Micromonas pusilla,134564,MarBloR1,Roscoff,None,None,None,None,None,None,None
Dimorphilus gyrociliatus,1466579,MarBloR1,Roscoff,None,None,None,None,None,None,None
Psamathe fusca,152249,MarBloR1,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Peringia ulvae,151628,MarBloR1,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Lissoclinum perforatum,103585,MarBloR1,Roscoff,None,None,None,None,None,None,None
Emiliania huxleyi,115104,MarBloR2,Roscoff,None,None,None,None,None,None,None
Thalassiosira nordenskioeldii,148931,MarBloR2,Roscoff,None,None,None,None,None,None,None
Chloropicon roscoffensis,1361153,MarBloR2,Roscoff,None,None,None,None,None,None,None
Aora typica,146895,MarBloR2,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Clytia paulensis,117373,MarBloR2,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Pisidia longicornis,107188,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Ostrea edulis,140658,MarBloR2,Roscoff, MSFD indicators; FAO-ASFIS; OSPAR List of Threatened and/or Declining Species and Habitats,None,None,None,None, very sensitive to disturbance,None
Phallusia ingeria,103723,MarBloR2,Roscoff,None,None,None,None,None,None,None
Bugulina fulva,834010,MarBloR2,Roscoff,None,None,None,None,None,None,None
Lissoclinum perforatum,103585,MarBloR2,Roscoff,None,None,None,None,None,None,None
Gongolaria baccata,1659019,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None,None, epilithic
Prasinoderma coloniale,375881,MarBloR2,Roscoff,None,None,None,None,None,None,None
Syllidia armata,130198,MarBloR2,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Ophryotrocha puerilis,130031,MarBloR2,Roscoff,None,None,None,None,None, second-order opportunistic,None
Plagiogramma acutum,1465547,MarBloR2,Roscoff,None,None,None,None,None,None,None
Ctenodrilus serratus,129989,MarBloR2,Roscoff,None,None,None,None,None,None,None
Tricellaria occidentalis,395061,MarBloR2,Roscoff,None,None,None,None,None,None,None
Eupolymnia nebulosa,131489,MarBloR2,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Phallusia mammillata,103724,MarBloR2,Roscoff,None,None,None,None,None,None,None
Bugula neritina,111158,MarBloR2,Roscoff,None,None,None,None,None,None,None
Paracalanus parvus parvus,745865,MarBloR2,Roscoff,None,None,None,None,None,None,None
Tetrastemma flavidum,122773,MarBloR2,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Ophryotrocha hartmanni,130025,MarBloR2,Roscoff,None,None,None,None,None, second-order opportunistic,None
Scrupocellaria scruposa,111250,MarBloR2,Roscoff,None,None,None,None,None,None,None
Acartia (Acartiura) margalefi,346039,MarBloR2,Roscoff,None,None,None,None,None,None,None
Bougainvillia muscus,117328,MarBloR2,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Ascidiella aspersa,103718,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Amphinema dinema,117778,MarBloR2,Roscoff,None,None,None,None,None,None,None
Octobranchus lingulatus,131571,MarBloR2,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Pilumnus hirtellus,107418,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Steromphala cineraria,1039839,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Pylaiella littoralis,157188,MarBloR2,Roscoff,None,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Platynereis massiliensis,130418,MarBloR2,Roscoff,None,None,None,None,None,None,None
Aora gracilis,102012,MarBloR2,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Oscarella tuberculata,169724,MarBloR2,Roscoff,None,None,None,None,None,None,None
Dictyota dichotoma,145367,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None,None,None
Pycnococcus provasolii,376073,MarBloR2,Roscoff,None,None,None,None,None,None,None
Centropages hamatus,104496,MarBloR2,Roscoff, FAO-ASFIS,None,None,None,None,None,None
Eurysyllis tuberculata,131288,MarBloR2,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Myrianida brachycephala,238192,MarBloR2,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Malacoceros fuliginosus,131131,MarBloR2,Roscoff,None,None,None,None,None, first-order opportunistic,None
Peringia ulvae,151628,MarBloR2,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Psamathe fusca,152249,MarBloR2,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Proaphanostoma tenuissima,485229,MarBloR2,Roscoff,None,None,None,None,None,None,None
Harmothoe impar,130770,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Phallusia ingeria,103723,MarBloR3,Roscoff,None,None,None,None,None,None,None
Platynereis massiliensis,130418,MarBloR3,Roscoff,None,None,None,None,None,None,None
Trinchesia foliata,1037415,MarBloR3,Roscoff,None,None,None,None,None,None,None
Bugulina fulva,834010,MarBloR3,Roscoff,None,None,None,None,None,None,None
Bougainvillia muscus,117328,MarBloR3,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Ctenodrilus serratus,129989,MarBloR3,Roscoff,None,None,None,None,None,None,None
Plagiogramma acutum,1465547,MarBloR3,Roscoff,None,None,None,None,None,None,None
Sycon ciliatum,132251,MarBloR3,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Eupolymnia nebulosa,131489,MarBloR3,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Dimorphilus gyrociliatus,1466579,MarBloR3,Roscoff,None,None,None,None,None,None,None
Emiliania huxleyi,115104,MarBloR3,Roscoff,None,None,None,None,None,None,None
Obelia geniculata,117388,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Heteromastus filiformis,129884,MarBloR3,Roscoff,None,None,None,None,None, second-order opportunistic,None
Obelia dichotoma,117386,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Perophora japonica,103758,MarBloR3,Roscoff,None,None,None,None,None,None,None
Aora gracilis,102012,MarBloR3,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Gongolaria baccata,1659019,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None,None, epilithic
Thalassiosira nordenskioeldii,148931,MarBloR3,Roscoff,None,None,None,None,None,None,None
Tricellaria occidentalis,395061,MarBloR3,Roscoff,None,None,None,None,None,None,None
Myrianida prolifera,238200,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Amphiascopsis cinctus,115906,MarBloR3,Roscoff,None,None,None,None,None,None,None
Prasinoderma coloniale,375881,MarBloR3,Roscoff,None,None,None,None,None,None,None
Pylaiella littoralis,157188,MarBloR3,Roscoff,None,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Chloropicon laureae,1361155,MarBloR3,Roscoff,None,None,None,None,None,None,None
Tetrastemma flavidum,122773,MarBloR3,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Malacoceros fuliginosus,131131,MarBloR3,Roscoff,None,None,None,None,None, first-order opportunistic,None
Zygomolgus dentatus,362388,MarBloR3,Roscoff,None,None,None,None,None,None,None
Ophryotrocha hartmanni,130025,MarBloR3,Roscoff,None,None,None,None,None, second-order opportunistic,None
Clytia paulensis,117373,MarBloR3,Roscoff,None,None,None,None,None, very sensitive to disturbance,None
Phallusia mammillata,103724,MarBloR3,Roscoff,None,None,None,None,None,None,None
Steromphala cineraria,1039839,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Paracalanus quasimodo,354162,MarBloR3,Roscoff,None,None,None,None,None,None,None
Sabellaria spinulosa,130867,MarBloR3,Roscoff, MSFD indicators,None,None,None,None, very sensitive to disturbance,None
Enhydrosoma propinquum,115787,MarBloR3,Roscoff,None,None,None,None,None,None,None
Pycnococcus provasolii,376073,MarBloR3,Roscoff,None,None,None,None,None,None,None
Ophryotrocha puerilis,130031,MarBloR3,Roscoff,None,None,None,None,None, second-order opportunistic,None
Sthenelais boa,131074,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Stylochoplana maculata,142861,MarBloR3,Roscoff,None,None,None,None,None,None,None
Micromonas pusilla,134564,MarBloR3,Roscoff,None,None,None,None,None,None,None
Psamathe fusca,152249,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Proaphanostoma tenuissima,485229,MarBloR3,Roscoff,None,None,None,None,None,None,None
Syllidia armata,130198,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Cephalothrix rufifrons,122599,MarBloR3,Roscoff,None,None,None,None,None,None,None
Chloropicon roscoffensis,1361153,MarBloR3,Roscoff,None,None,None,None,None,None,None
Oscarella tuberculata,169724,MarBloR3,Roscoff,None,None,None,None,None,None,None
Pisidia longicornis,107188,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Peringia ulvae,151628,MarBloR3,Roscoff,None,None,None,None,None, tolerant to disturbance,None
Ascidiella aspersa,103718,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Amphinema dinema,117778,MarBloR3,Roscoff,None,None,None,None,None,None,None
Myrianida brachycephala,238192,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Nephasoma (Nephasoma) rimicola,136061,MarBloR3,Roscoff,None,None,None,None,None,None,None
Halidrys siliquosa,145540,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None,None, epilithic
Centropages hamatus,104496,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None,None,None
Cirriformia tentaculata,129964,MarBloR3,Roscoff,None,None,None,None,None, second-order opportunistic,None
Pilumnus hirtellus,107418,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
